show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description,year_added,month_added,content_age,rating_group,log_imdb_votes,log_budget,type_encoded,platform_encoded,primary_genre_encoded,country_encoded,language_encoded,rating_group_encoded
s3450,The Diplomat,TV Show,Peacock,Thriller,"Thriller, Talk Show",Unknown,"Gong Yoo, Leonardo DiCaprio, Ranveer Singh, Zendaya",France,French,2019,2019-06-15,TV-PG,1 Season,0.0,1.0,10.0,5.7,54,1528,14.9,Sony Pictures,0,2,A artist uncovers a dark secret about government.,2019,6,0,Family,7.332369205929062,2.766319109226186,1,9,19,7,3,1
s3452,Beyond Reality,Movie,Netflix,Horror,"Horror, Adventure",Quentin DuVernay,"Oscar Isaac, Vicky Kaushal, Meryl Streep, Alia Bhatt",India,Hindi,2015,2015-04-24,R,132 min,132.0,0.0,0.0,8.0,71,15227,9.2,20th Century Studios,0,28,"When criminal moves to small town, they awaken ancient power.",2015,4,0,Adult,9.630891117502388,2.322387720290225,0,7,10,9,6,0
s3453,The Diplomat: Legacy,TV Show,Amazon Prime Video,Documentary,Documentary,Unknown,"Ken Watanabe, Alia Bhatt",India,Hindi,2024,2026-02-21,TV-Y,1 Season,0.0,1.0,12.0,4.6,56,1518,14.9,Netflix Studios,0,3,The true story of a shocking revelation and the people who lived it.,2026,2,2,Kids,7.325807502595773,2.766319109226186,1,0,6,9,6,2
s3454,Vertigo,Movie,Amazon Prime Video,Drama,Drama,Unknown,"IU, Cate Blanchett, Kareena Kapoor",India,Hindi,2024,2026-02-05,R,137 min,137.0,0.0,0.0,6.8,65,16543,47.6,Sony Pictures,0,11,"When criminal loses everything, they embark on a journey to uncover the truth.",2026,2,2,Adult,9.713778777308155,3.883623530906448,0,0,7,9,6,0
s3455,Narcos: Return,TV Show,Amazon Prime Video,Sports,Sports,Akira Akhtar,"Jennifer Lawrence, Florence Pugh, Tom Hanks, Margot Robbie",United Kingdom,English,2002,2005-11-05,TV-MA,1 Season,0.0,1.0,6.0,6.9,63,11578,14.9,Lionsgate,0,24,"As a mysterious disappearance unfolds, soldier discovers a family conspiracy.",2005,11,3,Adult,9.356948391612272,2.766319109226186,1,0,17,22,2,0
s3456,Resurrection,Movie,Netflix,Mystery,"Mystery, Sci-Fi, Action",Unknown,"Ayaka Miyoshi, Will Smith, Sakura Ando, Pedro Pascal",South Korea,Korean,2024,2024-07-22,PG-13,135 min,135.0,0.0,0.0,6.7,80,8114,27.5,20th Century Studios,0,14,"As a mysterious disappearance unfolds, journalist discovers a hidden truth.",2024,7,0,Teen,9.00146947994869,3.349904087274605,0,7,13,17,10,3
s3458,Between Lives,Movie,Netflix,Documentary,"Documentary, Musical",Anurag Jenkins,"Gong Yoo, Deepika Padukone, Cate Blanchett",United States,English,2020,2021-06-21,PG,106 min,106.0,0.0,0.0,8.3,68,1477,2.7,Sony Pictures,0,0,An in-depth look at climate change and its impact on society.,2021,6,1,Family,7.298445101508147,1.308332819650179,0,7,6,23,2,1
s3459,Between Two Worlds,Movie,Disney+,Drama,"Drama, Mystery",Christopher Waititi,"Jenna Ortega, Marion Cotillard, Ken Watanabe, Will Smith, Tilda Swinton",Turkey,Turkish,2007,2012-04-20,Not Rated,114 min,114.0,0.0,0.0,5.0,47,11335,34.8,Studio Ghibli,0,8,"When mother loses everything, they embark on a journey to rebuild her life.",2012,4,5,Adult,9.335738781370516,3.5779478934066544,0,3,7,21,17,0
s3460,Beyond Redemption,Movie,Hulu,Thriller,"Thriller, Comedy, Documentary",Lars Joon-ho,"Zendaya, Ranbir Kapoor, Ranveer Singh",Italy,Italian,2022,2024-03-22,R,93 min,93.0,0.0,0.0,6.4,67,26226,5.3,T-Series,0,53,A criminal uncovers a dark secret about government.,2024,3,2,Adult,10.174544693464336,1.840549633397487,0,5,19,12,8,0
s3461,The Last Light,Movie,Netflix,Sci-Fi,"Sci-Fi, Thriller",Jordan Tarantino,"Emma Thompson, Ranveer Singh",India,Hindi,2016,2016-05-07,PG-13,79 min,79.0,0.0,0.0,7.0,78,240626,9.5,Blumhouse,0,164,A breakthrough in AI leads to unforeseen consequences.,2016,5,0,Teen,12.391003295677956,2.3513752571634776,0,7,16,9,6,3
s3462,Stranger Things,TV Show,Netflix,Thriller,Thriller,Unknown,"Amitabh Bachchan, Ken Watanabe, Penélope Cruz, Song Kang-ho, Millie Bobby Brown",Turkey,Turkish,2008,2009-09-03,TV-MA,4 Seasons,0.0,4.0,32.0,7.1,63,378,14.9,Apple Studios,0,0,"When soldier witnesses a crime, they become the target of a ruthless crime lord.",2009,9,1,Adult,5.937536205082426,2.766319109226186,1,7,19,21,17,0
s3463,The Sandman,TV Show,Apple TV+,Kids,"Kids, Crime, Sports",Lars Kore-eda,"Gong Yoo, Jennifer Lawrence, Emma Thompson, Tilda Swinton, Shah Rukh Khan",India,Hindi,1988,1988-12-21,TV-14,1 Season,0.0,1.0,10.0,5.8,62,1133,14.9,Lionsgate,0,0,A detective must confront family secrets while trying to save those he loves.,1988,12,0,Teen,7.033506484287697,2.766319109226186,1,1,11,9,6,3
s3464,The Last Kingdom,Movie,Hulu,Documentary,Documentary,Zoya Scorsese,"Masami Nagasawa, Javier Bardem, Léa Seydoux, Pedro Pascal",Spain,Spanish,2020,2023-10-25,PG-13,103 min,103.0,0.0,0.0,5.0,54,1930,3.4,Studio Ghibli,0,1,An investigation into corporate scandal that shook the world.,2023,10,3,Teen,7.565793282428515,1.4816045409242156,0,5,6,18,13,3
s3465,A Silent Echo,Movie,Peacock,Action,Action,Park Cameron,"IU, Robert De Niro, Scarlett Johansson, Aamir Khan, Priyanka Chopra",United States,English,2023,2023-08-21,PG-13,97 min,97.0,0.0,0.0,8.7,89,1412,3.4,Universal Pictures,2,1,musician must stop a shadowy organization before trying to save those he loves.,2023,8,0,Teen,7.253470382684528,1.4816045409242156,0,9,0,23,2,3
s3466,The Sandman: Return,TV Show,Amazon Prime Video,Comedy,"Comedy, Sports",Guillermo Villeneuve,"Kim Soo-hyun, Paul Mescal, Léa Seydoux, Ryan Reynolds",South Korea,Korean,2025,2026-10-28,TV-MA,1 Season,0.0,1.0,8.0,8.9,99,1057,14.9,Blumhouse,0,2,artist must navigate the chaos of modern dating.,2026,10,1,Adult,6.964135612418245,2.766319109226186,1,0,4,17,10,0
s3469,The Gentlemen: Uprising,TV Show,Amazon Prime Video,Reality TV,Reality TV,Unknown,"Jun Ji-hyun, Margot Robbie",United States,English,2025,2026-06-18,TV-Y7,5 Seasons,0.0,5.0,30.0,6.8,61,5026,14.9,Lionsgate,0,3,"When artist loses everything, they embark on a journey to uncover the truth.",2026,6,1,Kids,8.522578663692576,2.766319109226186,1,0,14,23,2,2
s3470,The Gentlemen,TV Show,Peacock,Animation,"Animation, Crime",Steven Tarantino,"Zendaya, Meryl Streep, Leonardo DiCaprio, Léa Seydoux",Japan,Japanese,1991,1992-09-15,TV-MA,2 Seasons,0.0,2.0,20.0,7.1,74,103240,14.9,Lucasfilm,2,213,"When soldier loses everything, they embark on a journey to find redemption.",1992,9,1,Adult,11.544821339953792,2.766319109226186,1,9,2,13,9,0
s3472,Between Tomorrow and Never,Movie,Netflix,Action,Action,James Kashyap,"Robert De Niro, Vicky Kaushal, Millie Bobby Brown, Will Smith",India,Hindi,2021,2024-03-18,R,97 min,97.0,0.0,0.0,7.7,86,1031,10.4,Warner Bros,2,0,musician must stop the very government he served before trying to save those he loves.,2024,3,3,Adult,6.939253946041508,2.4336133554004498,0,7,0,9,6,0
s3473,Vertigo,Movie,Disney+,Comedy,Comedy,Unknown,"Robert De Niro, Timothée Chalamet",India,Hindi,2026,2026-03-02,PG,155 min,155.0,0.0,0.0,6.9,81,350051,11.7,Sony Pictures,0,145,soldier must navigate the chaos of modern dating.,2026,3,0,Family,12.765836993858526,2.5416019934645457,0,3,4,9,6,1
s3474,Reacher,TV Show,Peacock,Comedy,Comedy,Unknown,"Kim Soo-hyun, Ken Watanabe, Amitabh Bachchan, Shah Rukh Khan",Canada,English,2005,2007-01-14,TV-14,6 Seasons,0.0,6.0,48.0,6.2,71,13054,14.9,A24,0,16,"When doctor meets a mysterious woman, their lives turn upside down.",2007,1,2,Teen,9.47692648113323,2.766319109226186,1,9,4,3,2,3
s3475,Lupin,TV Show,Apple TV+,Documentary,"Documentary, Thriller",Unknown,"Viola Davis, Deepika Padukone, Florence Pugh, Oscar Isaac, Pedro Pascal",United Kingdom,English,2008,2008-07-14,TV-MA,2 Seasons,0.0,2.0,12.0,7.1,78,4738,14.9,T-Series,0,9,An investigation into political scandal that shook the world.,2008,7,0,Adult,8.463581421967588,2.766319109226186,1,1,6,22,2,0
s3476,The Last Dance,Movie,Netflix,Documentary,Documentary,Akira Kashyap,"Léa Seydoux, Hiroyuki Sanada",Mexico,Spanish,1986,1986-02-10,R,122 min,122.0,0.0,0.0,6.9,51,7724,1.4,Lionsgate,0,19,An investigation into political scandal that shook the world.,1986,2,0,Adult,8.952217101765946,0.8754687373538999,0,7,6,14,13,0
s3477,Only Murders,TV Show,Amazon Prime Video,Drama,"Drama, Sports",Unknown,"Zendaya, Lupita Nyong'o, Penélope Cruz, Sakura Ando",Denmark,Danish,2023,2024-09-19,TV-PG,1 Season,0.0,1.0,12.0,8.0,82,1757,14.9,Sony Pictures,1,3,"When mother loses everything, they embark on a journey to rebuild her life.",2024,9,1,Family,7.471932078245122,2.766319109226186,1,0,7,5,1,1
s3478,Kingdom,TV Show,Amazon Prime Video,Documentary,"Documentary, Anime",James Kashyap,"Meryl Streep, Dwayne Johnson, Kim Soo-hyun",United Kingdom,English,2021,2021-02-03,TV-14,2 Seasons,0.0,2.0,44.0,6.7,73,3640,14.9,Illumination,0,1,The true story of an old friend returning and the people who lived it.,2021,2,0,Teen,8.200013648175434,2.766319109226186,1,0,6,22,2,3
s3479,The Gentlemen,TV Show,JioCinema,Documentary,"Documentary, Sci-Fi",Unknown,"Paul Mescal, Ken Watanabe",United States,English,2023,2024-09-27,TV-MA,1 Season,0.0,1.0,12.0,5.3,64,86187,14.9,T-Series,0,124,The true story of a deadly accident and the people who lived it.,2024,9,1,Adult,11.364286235824125,2.766319109226186,1,6,6,23,2,0
s3480,The Conductor,Movie,HBO Max,Drama,Drama,Ryan Tarantino,"Masami Nagasawa, Timothée Chalamet, Vicky Kaushal, Ryan Reynolds",United States,English,2025,2026-02-16,R,114 min,114.0,0.0,0.0,6.0,43,148,1.0,Dharma Productions,0,0,A scientist must confront personal demons while trying to save those he loves.,2026,2,1,Adult,5.003946305945459,0.6931471805599453,0,4,7,23,2,0
s3481,Beyond the Horizon,Movie,Netflix,Documentary,"Documentary, Mystery",Unknown,"Angelina Jolie, Ranveer Singh, Amitabh Bachchan, Ken Watanabe",United States,English,1990,1990-01-11,PG,112 min,112.0,0.0,0.0,6.9,59,171982,1.2,MRC,0,159,The true story of an old friend returning and the people who lived it.,1990,1,0,Family,12.055150913701569,0.7884573603642702,0,7,6,23,2,1
s3482,Lupin: Origins,TV Show,Peacock,Drama,Drama,Unknown,"Dwayne Johnson, Sakura Ando, Ken Watanabe",United States,English,2017,2017-11-09,TV-G,6 Seasons,0.0,6.0,48.0,8.2,83,27534,14.9,Ghibli,2,57,"When musician loses everything, they embark on a journey to find redemption.",2017,11,0,Kids,10.223213201696582,2.766319109226186,1,9,7,23,2,2
s3483,Between Us,Movie,Paramount+,Comedy,"Comedy, Animation",Park von Trier,"Penélope Cruz, Antonio Banderas, Tom Hanks, Oscar Isaac, Léa Seydoux",China,Mandarin,2008,2011-09-25,PG,169 min,169.0,0.0,0.0,6.3,67,8826,6.3,Walt Disney Pictures,0,2,detective must navigate the chaos of suburban life.,2011,9,3,Family,9.085570485020233,1.9878743481543455,0,8,4,4,11,1
s3484,The Boys,TV Show,Disney+,Kids,Kids,Unknown,"Leonardo DiCaprio, Ayaka Miyoshi",Japan,Japanese,2002,2003-11-15,TV-MA,2 Seasons,0.0,2.0,32.0,5.9,73,14741,14.9,MRC,0,10,"As a deadly accident unfolds, detective discovers his true identity.",2003,11,1,Adult,9.598455841749233,2.766319109226186,1,3,11,13,9,0
s3485,Beyond Forever,Movie,Disney+,Comedy,"Comedy, Drama, Action",Unknown,"Lupita Nyong'o, Brad Pitt, Marion Cotillard, Jun Ji-hyun",United States,English,2023,2025-05-13,R,76 min,76.0,0.0,0.0,6.8,66,340519,10.4,Warner Bros,0,256,"When mother meets a charming stranger, their lives turn upside down.",2025,5,2,Adult,12.738229139997994,2.4336133554004498,0,3,4,23,2,0
s3487,The Last Whisper,Movie,Amazon Prime Video,Documentary,"Documentary, Sci-Fi",Chloé Jenkins,"Daniel Craig, Margot Robbie",Philippines,Tagalog,2016,2016-02-19,PG-13,119 min,119.0,0.0,0.0,5.6,56,17594,11.0,DreamWorks,0,34,An investigation into art heist that shook the world.,2016,2,0,Teen,9.775370049755686,2.4849066497880004,0,0,6,16,15,3
s3488,Beyond Redemption,Movie,Disney+,Documentary,Documentary,Bong Tarantino,"Angelina Jolie, Margot Robbie, Zendaya, Scarlett Johansson",Japan,Japanese,2002,2002-12-16,R,71 min,71.0,0.0,0.0,7.7,69,78195,2.1,CJ Entertainment,0,53,The true story of a mysterious disappearance and the people who lived it.,2002,12,0,Adult,11.26697377433001,1.1314021114911006,0,3,6,13,9,0
s3489,The Last Dance,Movie,Apple TV+,Sci-Fi,"Sci-Fi, Musical",Martin Fincher,"Ranveer Singh, Timothée Chalamet, Scarlett Johansson, Vicky Kaushal, Tom Hanks",Mexico,Spanish,2020,2021-02-26,PG,141 min,141.0,0.0,0.0,6.0,60,35354,21.6,Bad Robot,0,63,"When mother discovers they can read minds, reality begins to shift.",2021,2,1,Family,10.473195104038341,3.1179499062782403,0,1,16,14,13,1
s3490,Between Two Worlds,Movie,Amazon Prime Video,Drama,"Drama, Sci-Fi",Anurag Nolan,"Pedro Pascal, Ranveer Singh, Aamir Khan, Penélope Cruz",France,French,2022,2024-11-28,R,81 min,81.0,0.0,0.0,7.6,73,802,17.7,Ghibli,2,1,"When detective loses everything, they embark on a journey to find redemption.",2024,11,2,Adult,6.688354713946762,2.928523523860541,0,0,7,7,3,0
s3491,The Hunter,Movie,Netflix,Drama,"Drama, Crime",Lars Prince-Bythewood,"Aamir Khan, Ranbir Kapoor",Canada,English,2024,2024-08-15,R,77 min,77.0,0.0,0.0,8.4,76,9316,145.6,20th Century Studios,0,22,"As an old friend returning unfolds, detective discovers his true identity.",2024,8,0,Adult,9.139595967450425,4.987707789452551,0,7,7,3,2,0
s3492,The Oracle,Movie,Amazon Prime Video,Drama,"Drama, Adventure, Mystery",Barry Chan-wook,"Angelina Jolie, Hiroyuki Sanada, Ryan Reynolds, Kim Soo-hyun",United States,English,2016,2018-04-17,R,105 min,105.0,0.0,0.0,8.3,92,28835,9.0,Amazon MGM Studios,0,57,"When detective loses everything, they embark on a journey to rebuild her life.",2018,4,2,Adult,10.269379885524469,2.302585092994046,0,0,7,23,2,0
s3493,The Recruit,TV Show,Netflix,Documentary,Documentary,Unknown,"Cate Blanchett, Ken Watanabe, Timothée Chalamet, Nicole Kidman, Will Smith",South Korea,Korean,2018,2019-07-22,TV-MA,2 Seasons,0.0,2.0,20.0,7.2,56,13607,14.9,T-Series,0,4,An in-depth look at organized crime and its impact on society.,2019,7,1,Adult,9.518413134075697,2.766319109226186,1,7,6,17,10,0
s3494,Midnight,Movie,Amazon Prime Video,Crime,"Crime, Animation",Ava Fincher,"Aamir Khan, Robert De Niro, Millie Bobby Brown",United States,English,2008,2009-08-18,PG,123 min,123.0,0.0,0.0,6.7,61,33427,12.7,Walt Disney Pictures,1,43,"As a mysterious disappearance unfolds, artist discovers his true identity.",2009,8,1,Family,10.417149151121327,2.617395832834079,0,0,5,23,2,1
s3495,Resurrection,Movie,Amazon Prime Video,Fantasy,Fantasy,Taika del Toro,"Ranveer Singh, Emma Thompson, Ken Watanabe",India,Hindi,2025,2026-07-10,PG-13,103 min,103.0,0.0,0.0,4.6,40,3414,37.0,Bad Robot,0,3,A mother must confront his past while trying to save those he loves.,2026,7,1,Teen,8.13593277200489,3.6375861597263857,0,0,8,9,6,3
s3496,Revelation,Movie,Amazon Prime Video,Documentary,"Documentary, Action",Chloé Spielberg,"Paul Mescal, Ken Watanabe, Ranbir Kapoor",United States,English,2004,2004-09-11,R,103 min,103.0,0.0,0.0,8.2,77,336,1.4,Bad Robot,0,0,The true story of a shocking revelation and the people who lived it.,2004,9,0,Adult,5.820082930352362,0.8754687373538999,0,0,6,23,2,0
s3497,Beyond the Horizon,Movie,Paramount+,Thriller,"Thriller, Drama",Unknown,"Kareena Kapoor, Zendaya",United States,English,2017,2017-03-11,Not Rated,118 min,118.0,0.0,0.0,6.0,63,20394,3.3,Paramount Pictures,0,32,A criminal uncovers a dark secret about family.,2017,3,0,Adult,9.923045051751659,1.4586150226995167,0,8,19,23,2,0
s3498,The Pilgrim,Movie,Apple TV+,Sci-Fi,Sci-Fi,David Jenkins,"Ryan Reynolds, Ranbir Kapoor",Turkey,Turkish,2017,2017-09-13,Not Rated,84 min,84.0,0.0,0.0,7.0,80,5990,400.0,MAPPA,0,2,"When detective discovers they can read minds, reality begins to shift.",2017,9,0,Adult,8.698013622083925,5.993961427306569,0,1,16,21,17,0
s3499,The Last Light,Movie,Peacock,Animation,"Animation, Musical, Fantasy",Steven Akhtar,"Meryl Streep, Ken Watanabe",United States,English,2022,2022-12-28,PG-13,91 min,91.0,0.0,0.0,7.8,79,87767,400.0,20th Century Studios,0,101,"As a deadly accident unfolds, scientist discovers a family conspiracy.",2022,12,0,Teen,11.382452248497327,5.993961427306569,0,9,2,23,2,3
s3500,A Quiet Place,Movie,Netflix,Documentary,"Documentary, Musical, Comedy",Sofia Chan-wook,"Amitabh Bachchan, Florence Pugh",United States,English,2015,2016-08-15,PG-13,111 min,111.0,0.0,0.0,8.0,81,509,4.1,CJ Entertainment,0,0,An investigation into corporate scandal that shook the world.,2016,8,1,Teen,6.234410725718371,1.62924053973028,0,7,6,23,2,3
s3501,Succession,TV Show,Hulu,Drama,Drama,Unknown,"Angelina Jolie, Ken Watanabe, Alia Bhatt",United States,English,2009,2010-12-21,TV-PG,3 Seasons,0.0,3.0,30.0,7.8,81,490,14.9,Universal Pictures,0,0,A journalist must confront moral dilemmas while trying to save those he loves.,2010,12,1,Family,6.19644412779452,2.766319109226186,1,5,7,23,2,1
s3502,Wednesday,TV Show,Amazon Prime Video,Thriller,Thriller,Unknown,"Deepika Padukone, Song Kang-ho, Zendaya",United States,English,2019,2019-04-25,TV-G,4 Seasons,0.0,4.0,24.0,7.1,73,30976,14.9,Working Title Films,0,44,A series of strange events leads criminal into a deadly game.,2019,4,0,Kids,10.341000272613067,2.766319109226186,1,0,19,23,2,2
s3503,The Last Journey,Movie,Apple TV+,Comedy,"Comedy, Romance",Christopher Coogler,"Jennifer Lawrence, Timothée Chalamet, Sakura Ando, Denzel Washington",Germany,German,2020,2023-08-23,R,118 min,118.0,0.0,0.0,7.4,69,137529,100.7,Amazon MGM Studios,0,271,"When soldier meets a mysterious woman, their lives turn upside down.",2023,8,3,Adult,11.831597354108753,4.622027303054514,0,1,4,8,4,0
s3504,A Fragile Heart,Movie,Netflix,Action,Action,Gina Spielberg,"Jun Ji-hyun, Will Smith, Masami Nagasawa, Emma Thompson, Brad Pitt",India,Hindi,2026,2026-07-11,PG,77 min,77.0,0.0,0.0,8.9,99,12333,37.3,Focus Features,0,4,musician must stop the very government he served before trying to save those he loves.,2026,7,0,Family,9.420114955551439,3.6454498961866,0,7,0,9,6,1
s3507,Shogun,TV Show,Amazon Prime Video,Talk Show,"Talk Show, Documentary",Unknown,"Paul Mescal, Park Seo-joon, IU, Amitabh Bachchan, Deepika Padukone",China,Mandarin,2015,2015-05-11,TV-14,2 Seasons,0.0,2.0,32.0,6.0,58,176,14.9,Illumination,0,0,A detective must confront family secrets while trying to save those he loves.,2015,5,0,Teen,5.176149732573829,2.766319109226186,1,0,18,4,11,3
s3509,The Last Kingdom,Movie,Amazon Prime Video,Adventure,"Adventure, Romance",Greta Jenkins,"Robert De Niro, Amitabh Bachchan, Margot Robbie, Leonardo DiCaprio, Oscar Isaac",United States,English,2023,2026-07-09,Not Rated,77 min,77.0,0.0,0.0,6.5,62,4868,4.6,MRC,0,10,"When artist loses everything, they embark on a journey to uncover the truth.",2026,7,3,Adult,8.4906438561827,1.7227665977411035,0,0,1,23,2,0
s3511,The Queen's Gambit,Movie,Hulu,Comedy,"Comedy, Adventure, Crime",Barry Cuarón,"Timothée Chalamet, Deepika Padukone, Park Seo-joon, Antonio Banderas",Japan,Japanese,1985,1985-02-24,PG-13,52 min,52.0,0.0,0.0,7.8,72,5939,10.1,Lucasfilm,0,9,soldier must navigate the chaos of modern dating.,1985,2,0,Teen,8.68946441235669,2.4069451083182885,0,5,4,13,9,3
s3514,The Gentlemen,TV Show,Peacock,Documentary,"Documentary, Game Show",Unknown,"Masami Nagasawa, Kim Soo-hyun, Angelina Jolie, Noah Schnapp, Amitabh Bachchan",Thailand,Thai,2010,2014-06-25,TV-G,2 Seasons,0.0,2.0,12.0,7.0,69,43431,14.9,Netflix Studios,0,96,An investigation into political scandal that shook the world.,2014,6,4,Kids,10.678951775585286,2.766319109226186,1,9,6,20,16,2
s3515,The Last of Us,TV Show,Amazon Prime Video,Reality TV,Reality TV,Akira Zhao,"Scarlett Johansson, Daniel Craig, Marion Cotillard, Margot Robbie",United Kingdom,English,2018,2023-01-16,TV-MA,2 Seasons,0.0,2.0,32.0,7.9,80,3097,14.9,Focus Features,0,6,A soldier must confront impossible odds while risking everything.,2023,1,5,Adult,8.038512020976814,2.766319109226186,1,0,14,22,2,0
s3516,The Last Dance,Movie,Paramount+,Documentary,"Documentary, Animation",Akira Nolan,"Angelina Jolie, Dwayne Johnson",United Kingdom,English,2023,2026-12-15,R,54 min,54.0,0.0,0.0,7.7,77,10908,3.7,Skydance Media,1,8,The true story of a shocking revelation and the people who lived it.,2026,12,3,Adult,9.297343415597757,1.547562508716013,0,8,6,22,2,0
s3517,In the Name of Love,Movie,Peacock,Crime,"Crime, Animation",Cate Waititi,"Park Seo-joon, Jenna Ortega",India,Hindi,2026,2026-10-10,PG-13,109 min,109.0,0.0,0.0,6.9,65,68413,9.1,DreamWorks,1,163,"As a mysterious disappearance unfolds, criminal discovers a hidden truth.",2026,10,0,Teen,11.133332761029457,2.312535423847214,0,9,5,9,6,3
s3519,The Astronaut,Movie,Paramount+,Musical,Musical,Alejandro Joon-ho,"Vicky Kaushal, Margot Robbie, Will Smith",United States,English,2026,2026-12-17,R,70 min,70.0,0.0,0.0,6.6,53,2327,11.0,A24,1,3,A criminal must confront his past while risking everything.,2026,12,0,Adult,7.752764808851328,2.4849066497880004,0,8,12,23,2,0
s3520,The Sandman,TV Show,JioCinema,Documentary,"Documentary, Sports",Unknown,"Song Kang-ho, Emma Thompson, Timothée Chalamet",United States,English,1990,1992-10-27,TV-G,7 Seasons,0.0,7.0,70.0,7.6,85,27422,14.9,Walt Disney Pictures,0,41,An investigation into political scandal that shook the world.,1992,10,2,Kids,10.219137356321928,2.766319109226186,1,6,6,23,2,2
s3521,The Gentlemen: Origins,TV Show,HBO Max,Comedy,"Comedy, Drama",Unknown,"Daniel Craig, Viola Davis, Tom Hanks, Ryan Reynolds",Australia,English,2024,2026-02-06,TV-14,1 Season,0.0,1.0,12.0,6.9,80,419,14.9,Legendary Pictures,0,0,"When mother meets a charming stranger, their lives turn upside down.",2026,2,2,Teen,6.040254711277414,2.766319109226186,1,4,4,1,2,3
s3522,The Marvelous Mrs,TV Show,Apple TV+,Drama,"Drama, Documentary, Talk Show",Unknown,"Brad Pitt, Ayaka Miyoshi, Dwayne Johnson, Margot Robbie, Kareena Kapoor",Turkey,Turkish,2020,2020-05-14,TV-14,5 Seasons,0.0,5.0,50.0,7.0,62,725,14.9,CJ Entertainment,0,0,"When soldier loses everything, they embark on a journey to find redemption.",2020,5,0,Teen,6.587550014824796,2.766319109226186,1,1,7,21,17,3
s3523,Beyond Shadows,Movie,Hulu,Fantasy,"Fantasy, Sci-Fi, Romance",Unknown,"Paul Mescal, Margot Robbie, Tom Hanks, Antonio Banderas",United States,English,2020,2020-12-12,Not Rated,126 min,126.0,0.0,0.0,7.8,85,1404,6.8,Ghibli,0,2,A soldier must confront family secrets while risking everything.,2020,12,0,Adult,7.247792581767846,2.0541237336955462,0,5,8,23,2,0
s3524,The Last Summer,Movie,HBO Max,Comedy,Comedy,Taika Iñárritu,"Gong Yoo, Ryan Reynolds, Jun Ji-hyun, Pedro Pascal, Park Seo-joon",United States,English,2021,2021-04-25,PG,120 min,120.0,0.0,0.0,6.9,60,658,6.1,T-Series,0,0,"When journalist meets a charming stranger, their lives turn upside down.",2021,4,0,Family,6.490723534502507,1.9600947840472698,0,4,4,23,2,1
s3525,Resurrection,Movie,Amazon Prime Video,Action,"Action, Drama",Cate Akhtar,"Ayaka Miyoshi, Paul Mescal, Gong Yoo, Tilda Swinton",United States,English,2021,2021-09-08,PG,97 min,97.0,0.0,0.0,6.2,57,15719,16.4,T-Series,0,37,A former spy is pulled back into action when a mysterious disappearance.,2021,9,0,Family,9.662689065983198,2.856470206220483,0,0,0,23,2,1
s3527,The Last Light,Movie,Amazon Prime Video,Drama,"Drama, Fantasy, Documentary",Sofia Hirani,"Aamir Khan, Pedro Pascal, Ayaka Miyoshi",India,Hindi,2018,2018-01-08,PG-13,115 min,115.0,0.0,0.0,7.9,82,79067,4.3,DreamWorks,0,141,A soldier must confront family secrets while risking everything.,2018,1,0,Teen,11.27806352070182,1.667706820558076,0,0,7,9,6,3
s3528,The Night Agent,TV Show,Apple TV+,Comedy,"Comedy, Crime",Unknown,"Scarlett Johansson, Millie Bobby Brown",Spain,Spanish,2026,2026-01-02,TV-14,1 Season,0.0,1.0,16.0,9.5,99,5823,14.9,Dharma Productions,0,2,detective must navigate the chaos of modern dating.,2026,1,0,Teen,8.669742589876522,2.766319109226186,1,1,4,18,13,3
s3529,Beyond the Silence,Movie,Disney+,Romance,"Romance, Drama",Greta Spielberg,"Margot Robbie, Hiroyuki Sanada",United States,English,2015,2016-06-24,R,124 min,124.0,0.0,0.0,5.4,62,17261,22.8,Pixar,0,30,Two strangers meet in remote island and their lives are forever changed.,2016,6,1,Adult,9.756262832779603,3.169685580677429,0,3,15,23,2,0
s3530,The Gentlemen,TV Show,Hulu,Comedy,"Comedy, Kids",Unknown,"Alia Bhatt, Denzel Washington, Kareena Kapoor",United States,English,2021,2022-03-09,TV-14,1 Season,0.0,1.0,10.0,6.2,59,2764,14.9,T-Series,0,5,"When doctor meets a stranger, their lives turn upside down.",2022,3,1,Teen,7.9247959139564355,2.766319109226186,1,5,4,23,2,3
s3531,Shogun,TV Show,Netflix,Drama,"Drama, Mystery",Unknown,"Oscar Isaac, Priyanka Chopra, Tom Hanks, Brad Pitt",India,Hindi,2017,2022-07-23,TV-MA,1 Season,0.0,1.0,12.0,6.0,52,569458,14.9,Excel Entertainment,0,921,"As a shocking revelation unfolds, doctor discovers a hidden truth.",2022,7,5,Adult,13.25244206630146,2.766319109226186,1,7,7,9,6,0
